UID         PID   PPID  C STIME TTY          TIME CMD
root     243785   2477  0 15:09 ?        00:00:00 sshd: nikitapjethani [priv]
nikitap+ 243823 243785  0 15:09 ?        00:00:00 sshd: nikitapjethani@pts/186
nikitap+ 243824 243823  0 15:09 pts/186  00:00:00 -bash
root     243902      2  0 15:09 ?        00:00:00 [kworker/2:2]
siddhar+ 245132 238356  0 15:14 pts/242  00:00:00 vim linkedlist.c
root     245210   2477  0 15:14 ?        00:00:00 sshd: kevinyu [priv]
kevinyu  245231 245210  0 15:14 ?        00:00:00 sshd: kevinyu@pts/3
kevinyu  245232 245231  0 15:14 pts/3    00:00:00 -bash
root     246300      2  0 15:17 ?        00:00:00 [kworker/33:2]
root     246361   2477  0 15:17 ?        00:00:00 sshd: mariaclarabez [priv]
mariacl+ 246378 246361  0 15:17 ?        00:00:00 sshd: mariaclarabez@pts/42
mariacl+ 246379 246378  0 15:17 pts/42   00:00:00 -bash
root     246776   2477  0 15:18 ?        00:00:00 sshd: baptist [priv]
baptist  246783 246776  0 15:18 ?        00:00:00 sshd: baptist@pts/235
baptist  246784 246783  0 15:18 pts/235  00:00:00 -tcsh
masonwu  247801 209266  0 15:22 pts/195  00:00:02 vim mystack.h
noners   248418 243019  0 15:24 pts/233  00:00:01 vim main.c
root     248912      2  0 15:26 ?        00:00:00 [kworker/22:1]
root     248929      2  0 15:26 ?        00:00:00 [kworker/39:1]
root     248933      2  0 15:26 ?        00:00:00 [kworker/35:0]
root     248938      2  0 15:26 ?        00:00:00 [kworker/45:1]
root     248942      2  0 15:26 ?        00:00:00 [kworker/31:1]
root     249031   2477  0 15:26 ?        00:00:00 sshd: jvandeven05 [priv]
jvandev+ 249091 249031  0 15:26 ?        00:00:00 sshd: jvandeven05@pts/80
jvandev+ 249092 249091  0 15:26 pts/80   00:00:00 -bash
root     249163   2477  0 15:27 ?        00:00:00 sshd: rheisen [priv]
rheisen  249204 249163  0 15:27 ?        00:00:01 sshd: rheisen@pts/135
rheisen  249206 249204  0 15:27 pts/135  00:00:00 -bash
root     249399   2477  0 15:28 ?        00:00:00 sshd: zhiyuanluo [priv]
zhiyuan+ 249409 249399  0 15:28 ?        00:00:00 sshd: zhiyuanluo@pts/163
zhiyuan+ 249411 249409  0 15:28 pts/163  00:00:00 -bash
root     249467   2477  0 15:28 ?        00:00:00 sshd: tcampion [priv]
tcampion 249570 249467  0 15:28 ?        00:00:00 sshd: tcampion@pts/189
tcampion 249571 249570  0 15:28 pts/189  00:00:00 -bash
root     249840   2477  0 15:29 ?        00:00:00 sshd: mmcmurray [priv]
mmcmurr+ 249876 249840  0 15:29 ?        00:00:00 sshd: mmcmurray@pts/88
mmcmurr+ 249877 249876  0 15:29 pts/88   00:00:00 -bash
root     250760   2477  0 15:32 ?        00:00:00 sshd: bradegan [priv]
bradegan 250789 250760  0 15:32 ?        00:00:00 sshd: bradegan@pts/204
bradegan 250790 250789  0 15:32 pts/204  00:00:00 -bash
ziam     250935 206942  0 15:32 pts/192  00:00:00 vim main.c
root     251191   2477  0 15:33 ?        00:00:00 sshd: judyzhang [priv]
judyzha+ 251203 251191  0 15:33 ?        00:00:00 sshd: judyzhang@pts/191
judyzha+ 251204 251203  0 15:33 pts/191  00:00:00 -bash
root     251268   2477  0 15:33 ?        00:00:00 sshd: isaacreed [priv]
isaacre+ 251279 251268  0 15:33 ?        00:00:00 sshd: isaacreed@pts/215
isaacre+ 251281 251279  0 15:33 pts/215  00:00:00 -bash
alexiton 251489      1  0 Jan10 ?        00:01:37 tmux
alexiton 251490 251489  0 Jan10 pts/36   00:00:00 -bash
root     251648   2477  0 15:34 ?        00:00:00 sshd: ffeghali [priv]
ffeghali 251688 251648  0 15:34 ?        00:00:00 sshd: ffeghali@pts/225
ffeghali 251689 251688  0 15:34 pts/225  00:00:00 -bash
root     251832      2  0 15:35 ?        00:00:00 [kworker/32:0]
favmuta+ 251885      1  0 15:35 ?        00:00:01 /usr/bin/google-chrome file:///proj/racket/plt-released/recent/doc/search/search-context.html?q=string%3D%3F&hq=O%3A%7B%20L%3Alang%2Fhtdp-intermediate%20T%3Ateachpack%20T%3Apicturing-programs%20%20%7D&label=Intermediate%20Student
favmuta+ 251890 251885  0 15:35 ?        00:00:00 cat
favmuta+ 251891 251885  0 15:35 ?        00:00:00 cat
favmuta+ 251895      1  0 15:35 ?        00:00:00 /opt/google/chrome/chrome --type=zygote
favmuta+ 251898 251895  0 15:35 ?        00:00:00 /opt/google/chrome/nacl_helper
favmuta+ 251900 251895  0 15:35 ?        00:00:00 /opt/google/chrome/chrome --type=zygote
favmuta+ 251926 251885  0 15:35 ?        00:00:00 /opt/google/chrome/chrome --type=utility --field-trial-handle=17309207684573256987,1947503580483676884,131072 --lang=en-US --service-sandbox-type=network --disable-webrtc-apm-in-audio-service --service-request-channel-token=6134438486706927287 --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
favmuta+ 252003 251900 95 15:35 ?        01:02:27 /opt/google/chrome/chrome --type=renderer --disable-webrtc-apm-in-audio-service --field-trial-handle=17309207684573256987,1947503580483676884,131072 --lang=en-US --disable-oor-cors --enable-auto-reload --num-raster-threads=4 --enable-main-frame-before-activation --service-request-channel-token=5785179336887935087 --renderer-client-id=5 --no-v8-untrusted-code-mitigations --shared-files=v8_context_snapshot_data:100,v8_natives_data:101
favmuta+ 252044 251885  0 15:35 ?        00:00:00 /opt/google/chrome/chrome --type=gpu-process --field-trial-handle=17309207684573256987,1947503580483676884,131072 --gpu-preferences=KAAAAAAAAAAgAAAgAAAAAAAAYAAAAAAAEAAAAAAAAAAAAAAAAAAAAAgAAAAAAAAA --use-gl=disabled --service-request-channel-token=15409533335815511027
root     252080   2477  0 15:35 ?        00:00:00 sshd: mariaclarabez [priv]
mariacl+ 252095 252080  0 15:35 ?        00:00:00 sshd: mariaclarabez@pts/227
mariacl+ 252096 252095  0 15:35 pts/227  00:00:00 -bash
kzhangs+ 252532 226004  0 Jan10 pts/48   00:00:00 -bash
root     252550   2477  0 15:37 ?        00:00:00 sshd: rmcbrayer [priv]
rmcbray+ 252569 252550  0 15:37 ?        00:00:01 sshd: rmcbrayer@pts/197
rmcbray+ 252570 252569  0 15:37 pts/197  00:00:00 -bash
kzhangs+ 252640 226004  0 Jan10 pts/64   00:00:00 -bash
root     253013   2477  0 15:38 ?        00:00:00 sshd: judyzhang [priv]
root     253033   2477  0 15:38 ?        00:00:00 sshd: kchandwani [priv]
root     253039      2  0 15:38 ?        00:00:00 [kworker/21:1]
judyzha+ 253040 253013  0 15:38 ?        00:00:00 sshd: judyzhang@pts/229
judyzha+ 253041 253040  0 15:38 pts/229  00:00:00 -bash
kchandw+ 253178 253033  0 15:38 ?        00:00:00 sshd: kchandwani@pts/236
kchandw+ 253186 253178  0 15:38 pts/236  00:00:00 -bash
nikitap+ 253710 243824  0 15:40 pts/186  00:00:01 vim myScript.sh
judyzha+ 253726 251204  0 15:40 pts/191  00:00:00 vim myScript.sh
root     254501   2477  0 15:45 ?        00:00:00 sshd: sydneylam [priv]
sydneyl+ 254528 254501  0 15:45 ?        00:00:00 sshd: sydneylam@pts/35
sydneyl+ 254530 254528  0 15:45 pts/35   00:00:00 -bash
root     254669   2477  0 15:45 ?        00:00:00 sshd: favmutation [priv]
favmuta+ 254678 254669  0 15:45 ?        00:00:03 sshd: favmutation@pts/141
favmuta+ 254679 254678  0 15:45 pts/141  00:00:00 -bash
favmuta+ 254987 254679  2 15:47 pts/141  00:01:35 /proj/racket/plt-released/recent/bin/../lib/gracket -N /usr/bin/drracket -J DrRacket -l- drracket/drracket.rkt
favmuta+ 255003      1  0 15:47 pts/141  00:00:00 dbus-launch --autolaunch=89a7fe9f5cd84276bc89e64208116f2b --binary-syntax --close-stderr
favmuta+ 255004      1  0 15:47 ?        00:00:00 /usr/bin/dbus-daemon --fork --print-pid 6 --print-address 8 --session
root     255016   2477  0 15:47 ?        00:00:00 sshd: shebna [priv]
shebna   255057 255016  0 15:47 ?        00:00:00 sshd: shebna@pts/198
shebna   255058 255057  0 15:47 pts/198  00:00:00 -bash
postfix  255158   2958  0 15:47 ?        00:00:00 pickup -l -t unix -u
root     255172      2  0 15:47 ?        00:00:00 [kworker/40:0]
ryanl35  255395  55226  0 Jan13 pts/95   00:00:00 -bash
root     255398   2477  0 15:49 ?        00:00:00 sshd: sophiaw789 [priv]
sophiaw+ 255409 255398  0 15:49 ?        00:00:00 sshd: sophiaw789@pts/231
sophiaw+ 255411 255409  0 15:49 pts/231  00:00:00 -bash
ffeghali 255555 251689  0 15:49 pts/225  00:00:01 vim exercises.md
root     256207      2  0 15:53 ?        00:00:00 [kworker/36:2]
root     256366   2477  0 15:53 ?        00:00:00 sshd: awhitehead [priv]
awhiteh+ 256421 256366  0 15:54 ?        00:00:00 sshd: awhitehead@pts/125
awhiteh+ 256425 256421  0 15:54 pts/125  00:00:00 -bash
root     256778   2477  0 15:55 ?        00:00:00 sshd: mmcmurray [priv]
mmcmurr+ 256797 256778  0 15:55 ?        00:00:00 sshd: mmcmurray@pts/100
mmcmurr+ 256798 256797  0 15:55 pts/100  00:00:00 -bash
root     256948   2477  0 15:55 ?        00:00:00 sshd: jvandeven05 [priv]
root     256951   2477  0 15:56 ?        00:00:00 sshd: jvandeven05 [priv]
jvandev+ 256954 256948  0 15:56 ?        00:00:00 sshd: jvandeven05@pts/185
jvandev+ 256958 256954  0 15:56 pts/185  00:00:00 -bash
jvandev+ 257005 256951  0 15:56 ?        00:00:00 sshd: jvandeven05@notty
jvandev+ 257006 257005  0 15:56 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     257892   2477  0 15:59 ?        00:00:00 sshd: magurman [priv]
root     257905   2477  0 15:59 ?        00:00:00 sshd: kimbos [priv]
magurman 257915 257892  0 15:59 ?        00:00:00 sshd: magurman@pts/201
magurman 257916 257915  0 15:59 pts/201  00:00:00 -bash
kimbos   257980 257905  0 15:59 ?        00:00:00 sshd: kimbos@pts/9
kimbos   257981 257980  0 15:59 pts/9    00:00:00 -bash
root     258271   2477  0 16:00 ?        00:00:00 sshd: zhiyuanluo [priv]
zhiyuan+ 258377 258271  0 16:00 ?        00:00:00 sshd: zhiyuanluo@pts/237
zhiyuan+ 258379 258377  0 16:00 pts/237  00:00:00 -bash
root     258547      2  0 16:00 ?        00:00:00 [kworker/u545:2]
root     258764   2477  0 16:01 ?        00:00:00 sshd: noners [priv]
noners   258778 258764  0 16:01 ?        00:00:01 sshd: noners@pts/219
noners   258781 258778  0 16:01 pts/219  00:00:00 -bash
root     258904      2  0 16:01 ?        00:00:00 [kworker/9:0]
root     259145      2  0 16:02 ?        00:00:00 [kworker/29:0]
root     259288      2  0 16:02 ?        00:00:00 [kworker/10:0]
root     259300   2477  0 16:02 ?        00:00:00 sshd: cory [priv]
cory     259324 259300  0 16:02 ?        00:00:00 sshd: cory@pts/212
cory     259325 259324  0 16:02 pts/212  00:00:00 -bash
root     259482   2477  0 16:03 ?        00:00:00 sshd: danirowe [priv]
danirowe 259611 259482  0 16:03 ?        00:00:00 sshd: danirowe@pts/240
danirowe 259612 259611  0 16:03 pts/240  00:00:00 -bash
danirowe 259754 259612  0 16:04 pts/240  00:00:00 vim main.c
root     259777      2  0 16:04 ?        00:00:00 [kworker/12:0]
root     260194   2477  0 16:05 ?        00:00:00 sshd: nkaffine [priv]
nkaffine 260197 260194  0 16:05 ?        00:00:00 sshd: nkaffine@notty
root     260327   2477  0 16:05 ?        00:00:00 sshd: laney [priv]
laney    260397 260327  0 16:05 ?        00:00:00 sshd: laney@pts/179
laney    260398 260397  0 16:05 pts/179  00:00:00 -bash
laney    260467 260398  0 16:06 pts/179  00:00:00 emacs schedule.html
root     260615      2  0 16:06 ?        00:00:00 [kworker/30:1]
root     261065      2  0 16:09 ?        00:00:00 [kworker/25:1]
calvinc+ 261107      1  0 16:09 ?        00:00:01 tmux
calvinc+ 261185 261107  0 16:09 pts/243  00:00:00 -bash
root     261259   2477  0 16:09 ?        00:00:00 sshd: bradegan [priv]
bradegan 261278 261259  0 16:09 ?        00:00:00 sshd: bradegan@notty
bradegan 261280 261278  0 16:09 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     261525      2  0 16:10 ?        00:00:00 [kworker/u546:1]
root     261547      2  0 16:11 ?        00:00:00 [kworker/26:1]
root     261616   2477  0 16:11 ?        00:00:00 sshd: rheisen [priv]
rheisen  261641 261616  0 16:11 ?        00:00:00 sshd: rheisen@pts/221
rheisen  261643 261641  0 16:11 pts/221  00:00:00 -bash
root     261766   2477  0 16:11 ?        00:00:00 sshd: aebrahimian [priv]
aebrahi+ 261781 261766  0 16:11 ?        00:00:00 sshd: aebrahimian@pts/244
aebrahi+ 261782 261781  0 16:11 pts/244  00:00:00 -bash
root     262466   2477  0 16:13 ?        00:00:00 sshd: nburniske [priv]
nburnis+ 262482 262466  0 16:13 ?        00:00:00 sshd: nburniske@pts/247
nburnis+ 262483 262482  0 16:13 pts/247  00:00:00 -bash
root     262583      2  0 16:13 ?        00:00:00 [kworker/3:1]
calvinc+ 262735 261185  0 16:14 pts/243  00:00:00 vim linkedlist.c
root     262738      2  0 16:14 ?        00:00:00 [kworker/14:2]
root     262740      2  0 16:14 ?        00:00:00 [kworker/46:2]
root     262744      2  0 16:14 ?        00:00:00 [kworker/20:1]
root     262746      2  0 16:14 ?        00:00:00 [kworker/44:2]
root     262751      2  0 16:14 ?        00:00:00 [kworker/19:1]
root     262752      2  0 16:14 ?        00:00:00 [kworker/7:1]
root     262755      2  0 16:14 ?        00:00:00 [kworker/5:0]
root     262757      2  0 16:14 ?        00:00:00 [kworker/47:1]
root     262760      2  0 16:14 ?        00:00:00 [kworker/43:2]
root     262761      2  0 16:14 ?        00:00:00 [kworker/0:1]
root     262764      2  0 16:14 ?        00:00:00 [kworker/38:2]
root     262766      2  0 16:14 ?        00:00:00 [kworker/42:1]
root     262767      2  0 16:14 ?        00:00:00 [kworker/8:2]
root     262770      2  0 16:14 ?        00:00:00 [kworker/27:1]
root     262772      2  0 16:14 ?        00:00:00 [kworker/16:2]
cory     263023 259325  0 16:15 pts/212  00:00:00 vim prelab1.cpp
bradegan 263487 250790  0 16:17 pts/204  00:00:00 vim list.cpp
root     263840   2477  0 16:18 ?        00:00:00 sshd: mballantyne [priv]
mballan+ 263845 263840  0 16:18 ?        00:00:00 sshd: mballantyne@pts/245
mballan+ 263848 263845  0 16:18 pts/245  00:00:00 -bash
awhiteh+ 263923 256425  0 16:18 pts/125  00:00:01 vim linkedlist.c
root     264180      2  0 16:19 ?        00:00:00 [kworker/15:1]
root     264216      2  0 16:19 ?        00:00:00 [kworker/6:1]
root     264227      2  0 16:19 ?        00:00:00 [kworker/11:0]
calvinc+ 264284 261185  0 16:19 pts/243  00:00:00 vim linkedlist.c
root     264594      2  0 16:21 ?        00:00:00 [kworker/37:2]
root     264622   2477  0 16:21 ?        00:00:00 sshd: mariaclarabez [priv]
calvinc+ 264678 261185  0 16:21 pts/243  00:00:00 vim linkedlist.c
mariacl+ 264689 264622  0 16:21 ?        00:00:00 sshd: mariaclarabez@pts/112
mariacl+ 264690 264689  0 16:21 pts/112  00:00:00 -bash
root     264946      2  0 16:21 ?        00:00:00 [kworker/4:0]
root     265758   2477  0 16:24 ?        00:00:00 sshd: mariaclarabez [priv]
mariacl+ 265778 265758  0 16:24 ?        00:00:00 sshd: mariaclarabez@pts/94
mariacl+ 265779 265778  0 16:24 pts/94   00:00:00 -bash
rheisen  265831 249206  0 16:24 pts/135  00:00:01 vim myScript.sh
root     265878      2  0 16:24 ?        00:00:00 [kworker/28:2]
mariacl+ 265918 265779  0 16:24 pts/94   00:00:00 vim main.c
root     266043      2  0 16:25 ?        00:00:00 [kworker/34:1]
root     266125   2477  0 16:25 ?        00:00:00 sshd: nicholasmullikin [priv]
nichola+ 266141 266125  0 16:25 ?        00:00:00 sshd: nicholasmullikin@pts/203
nichola+ 266142 266141  0 16:25 pts/203  00:00:00 -bash
root     266207   2477  0 16:26 ?        00:00:00 sshd: sharonhe98 [priv]
root     266208   2477  0 16:26 ?        00:00:00 sshd: sharonhe98 [priv]
sharonh+ 266217 266208  0 16:26 ?        00:00:00 sshd: sharonhe98@notty
sharonh+ 266218 266207  0 16:26 ?        00:00:00 sshd: sharonhe98@notty
sharonh+ 266220 266217  0 16:26 ?        00:00:00 /usr/libexec/openssh/sftp-server
sharonh+ 266221 266218  0 16:26 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     266301      2  0 16:26 ?        00:00:00 [kworker/23:0]
root     266436   2477  0 16:26 ?        00:00:00 sshd: mattdean64 [priv]
mattdea+ 266455 266436  0 16:26 ?        00:00:00 sshd: mattdean64@pts/184
mattdea+ 266456 266455  0 16:26 pts/184  00:00:00 -bash
root     266609      2  0 16:27 ?        00:00:00 [kworker/17:0]
gordonn+ 266705 200552  0 16:27 pts/172  00:00:00 vim myScript.sh
root     266768      2  0 16:27 ?        00:00:00 [kworker/32:1]
root     266901      2  0 16:28 ?        00:00:00 [kworker/37:0]
root     267070   2477  0 16:28 ?        00:00:00 sshd: hdworak [priv]
root     267123      2  0 16:29 ?        00:00:00 [kworker/18:1]
root     267134   2477  0 16:29 ?        00:00:00 sshd: hurk [priv]
root     267137   2477  0 16:29 ?        00:00:00 sshd: hurk [priv]
hurk     267141 267134  0 16:29 ?        00:00:00 sshd: hurk@pts/147
hurk     267142 267137  0 16:29 ?        00:00:00 sshd: hurk@notty
hurk     267143 267141  0 16:29 pts/147  00:00:00 -bash
hurk     267153 267142  0 16:29 ?        00:00:00 /usr/libexec/openssh/sftp-server
hdworak  267192 267070  0 16:29 ?        00:00:00 sshd: hdworak@pts/207
hdworak  267193 267192  0 16:29 pts/207  00:00:00 -bash
root     267362      2  0 16:30 ?        00:00:00 [kworker/8:0]
root     267424      2  0 16:30 ?        00:00:00 [kworker/15:2]
root     267441   2477  0 16:30 ?        00:00:00 sshd: vmsavona [priv]
vmsavona 267457 267441  0 16:30 ?        00:00:00 sshd: vmsavona@pts/206
vmsavona 267459 267457  0 16:30 pts/206  00:00:00 -bash
root     267510   2477  0 16:30 ?        00:00:00 sshd: jiachengpang [priv]
jiachen+ 267565 267510  0 16:30 ?        00:00:00 sshd: jiachengpang@pts/214
jiachen+ 267566 267565  0 16:30 pts/214  00:00:00 -bash
root     267631      2  0 16:30 ?        00:00:00 [kworker/u545:1]
root     267655      2  0 16:30 ?        00:00:00 [kworker/29:2]
root     267656      2  0 16:30 ?        00:00:00 [kworker/5:2]
mattdea+ 267753 266456  0 16:30 pts/184  00:00:02 vim myScript.sh
vmsavona 267802 267459  0 16:31 pts/206  00:00:00 vim main.c
root     267895      2  0 16:31 ?        00:00:00 [kworker/26:0]
root     267897      2  0 16:31 ?        00:00:00 [kworker/2:0]
root     267900      2  0 16:31 ?        00:00:00 [kworker/16:1]
root     267901      2  0 16:31 ?        00:00:00 [kworker/30:0]
root     267902      2  0 16:31 ?        00:00:00 [kworker/3:2]
root     267903      2  0 16:31 ?        00:00:00 [kworker/27:0]
root     267904      2  0 16:31 ?        00:00:00 [kworker/9:1]
root     267905      2  0 16:31 ?        00:00:00 [kworker/33:0]
root     267906      2  0 16:31 ?        00:00:00 [kworker/7:0]
root     267907      2  0 16:31 ?        00:00:00 [kworker/31:0]
root     267908      2  0 16:31 ?        00:00:00 [kworker/35:2]
root     267909      2  0 16:31 ?        00:00:00 [kworker/11:1]
root     267910      2  0 16:31 ?        00:00:00 [kworker/41:2]
root     267912   2477  0 16:31 ?        00:00:00 sshd: bochola [priv]
root     267913      2  0 16:31 ?        00:00:00 [kworker/13:2]
root     267915      2  0 16:31 ?        00:00:00 [kworker/39:0]
root     267916      2  0 16:31 ?        00:00:00 [kworker/45:2]
root     267917      2  0 16:31 ?        00:00:00 [kworker/21:0]
root     267919      2  0 16:31 ?        00:00:00 [kworker/23:2]
root     267920      2  0 16:31 ?        00:00:00 [kworker/47:2]
root     267921      2  0 16:31 ?        00:00:00 [kworker/24:1]
root     267922      2  0 16:31 ?        00:00:00 [kworker/4:2]
root     267924      2  0 16:31 ?        00:00:00 [kworker/0:0]
root     267929      2  0 16:31 ?        00:00:00 [kworker/10:2]
root     267930      2  0 16:31 ?        00:00:00 [kworker/12:1]
root     267931      2  0 16:31 ?        00:00:00 [kworker/42:0]
root     267932      2  0 16:31 ?        00:00:00 [kworker/6:0]
root     267934      2  0 16:31 ?        00:00:00 [kworker/22:2]
root     267936      2  0 16:31 ?        00:00:00 [kworker/46:1]
root     267948      2  0 16:31 ?        00:00:00 [kworker/40:2]
root     267949      2  0 16:31 ?        00:00:00 [kworker/14:1]
root     267951      2  0 16:31 ?        00:00:00 [kworker/34:0]
root     267954      2  0 16:31 ?        00:00:00 [kworker/36:1]
root     267963      2  0 16:31 ?        00:00:00 [kworker/38:0]
root     268013      2  0 16:31 ?        00:00:00 [kworker/19:2]
root     268089   2477  0 16:32 ?        00:00:00 sshd: jacob [priv]
jacob    268135 268089  0 16:32 ?        00:00:00 sshd: jacob@pts/222
jacob    268136 268135  0 16:32 pts/222  00:00:00 -bash
root     268190   2477  0 16:32 ?        00:00:00 sshd: csy10530 [priv]
csy10530 268290 268190  0 16:32 ?        00:00:00 sshd: csy10530@pts/238
csy10530 268291 268290  0 16:32 pts/238  00:00:00 -bash
root     268401      2  0 16:32 ?        00:00:00 [kworker/43:1]
bochola  268404 267912  0 16:32 ?        00:00:00 sshd: bochola@pts/34
bochola  268405 268404  0 16:32 pts/34   00:00:00 -bash
csy10530 268500 268291  0 16:32 pts/238  00:00:00 vim exercises.txt
hdworak  268628 267193  0 16:33 pts/207  00:00:00 /usr/lib64/ghc-7.6.3/ghc -B/usr/lib64/ghc-7.6.3 --interactive
zhiyuan+ 268643 258379  0 16:33 pts/237  00:00:00 vim main.c
root     268693      2  0 16:33 ?        00:00:00 [kworker/u546:0]
root     268751   2477  0 16:33 ?        00:00:00 sshd: sharonhe98 [priv]
root     268769   2477  0 16:33 ?        00:00:00 sshd: khatana [priv]
sharonh+ 268820 268751  0 16:33 ?        00:00:00 sshd: sharonhe98@pts/248
sharonh+ 268827 268820  0 16:33 pts/248  00:00:00 -bash
khatana  268879 268769  0 16:33 ?        00:00:00 sshd: khatana@pts/249
khatana  268880 268879  0 16:33 pts/249  00:00:00 -bash
root     269051   2477  0 16:34 ?        00:00:00 sshd: saifshaikh48 [priv]
saifsha+ 269116 269051  0 16:34 ?        00:00:00 sshd: saifshaikh48@pts/251
saifsha+ 269117 269116  0 16:34 pts/251  00:00:00 -bash
rebecca+ 269284 145440  0 16:34 pts/84   00:00:00 nano list.h
saifsha+ 269286 269117  0 16:34 pts/251  00:00:00 vim string.h
root     269391      2  0 16:34 ?        00:00:00 [kworker/u546:2]
root     269457      2  0 16:35 ?        00:00:00 [kworker/28:0]
kimbos   269568 257981  0 16:35 pts/9    00:00:00 vim myScript.sh
root     269586   2477  0 16:35 ?        00:00:00 sshd: mariaclarabez [priv]
root     269593      2  0 16:35 ?        00:00:00 [kworker/15:0]
mariacl+ 269611 269586  0 16:35 ?        00:00:00 sshd: mariaclarabez@pts/252
mariacl+ 269612 269611  0 16:35 pts/252  00:00:00 -bash
root     269740      2  0 16:36 ?        00:00:00 [kworker/29:1]
root     269751      2  0 16:36 ?        00:00:00 [kworker/u545:0]
mariacl+ 269980 269612  0 16:37 pts/252  00:00:00 vim main.c
root     270001      2  0 16:37 ?        00:00:00 [kworker/7:2]
sharonh+ 270089 268827  0 16:37 pts/248  00:00:00 vim list.h
rmcbray+ 270333 252570  0 16:37 pts/197  00:00:01 emacs list.h
root     270351      2  0 16:37 ?        00:00:00 [kworker/11:2]
shanness 270406 229428  0 16:38 pts/205  00:00:00 vim client.py
root     270427      2  0 16:38 ?        00:00:00 [kworker/35:1]
root     270490   2477  0 16:38 ?        00:00:00 sshd: jingxi [priv]
jvandev+ 270513 256958  0 16:38 pts/185  00:00:00 nano prelab01.c
jingxi   270524 270490  0 16:38 ?        00:00:00 sshd: jingxi@pts/19
jingxi   270525 270524  0 16:38 pts/19   00:00:00 -bash
root     270584      2  0 16:38 ?        00:00:00 [kworker/37:1]
root     270659      2  0 16:38 ?        00:00:00 [kworker/u545:3]
root     270696      2  0 16:38 ?        00:00:00 [kworker/32:2]
root     270717      2  0 16:39 ?        00:00:00 [kworker/u545:4]
nichola+ 270746 266142  1 16:39 pts/203  00:00:01 /home/nicholasmullikin/micro myScript.sh
ccthere+ 270914 219613  0 16:39 pts/223  00:00:00 vim list.h
root     270984      2  0 16:40 ?        00:00:00 [kworker/13:1]
noners   271001 258781  1 16:40 pts/219  00:00:00 vim main.c
khatana  271011 268880  3 16:40 pts/249  00:00:00 vim output.txt
bochola  271015 268405  0 16:40 pts/34   00:00:00 ps -ef
root     276237   2477  0 Jan06 ?        00:00:00 sshd: root@pts/13
root     276240 276237  0 Jan06 pts/13   00:00:00 -bash
node-ex+ 277515      1  6 Jan06 ?        13:45:22 /usr/local/bin/node_exporter --collector.filesystem.ignored-fs-types=^(nfs|tmpfs)$ --collector.processes
root     277821      1 10 Jan06 ?        20:45:31 /usr/share/metricbeat/bin/metricbeat -c /etc/metricbeat/metricbeat.yml -path.home /usr/share/metricbeat -path.config /etc/metricbeat -path.data /var/lib/metricbeat -path.logs /var/log/metricbeat
